ID,Name,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,height_cm,weight_kg,Rarity
4020,Grafaiai,485,63,95,65,80,72,110,9,70,27.2,
4021,Bramblin,275,40,65,30,45,35,60,9,60,0.6,
4022,Brambleghast,480,55,115,70,80,70,90,9,120,6.0,
4023,Toedscool,335,40,40,35,50,100,70,9,90,33.0,
4024,Toedscruel,515,80,70,65,80,120,100,9,190,58.0,
4025,Klawf,450,70,100,115,35,55,75,9,130,79.0,
4026,Capsakid,304,50,62,40,62,40,50,9,30,3.0,
4027,Scovillain,486,65,108,65,108,65,75,9,90,15.0,
4028,Rellor,270,41,50,60,31,58,30,9,20,1.0,
4029,Rabsca,470,75,50,85,115,100,45,9,30,3.5,
4030,Flittle,255,30,35,30,55,30,75,9,20,1.5,
4031,Espathra,481,95,60,60,101,60,105,9,190,90.0,
4032,Tinkatink,297,50,45,45,35,64,58,9,40,8.9,
4033,Tinkatuff,380,65,55,55,45,82,78,9,70,59.1,
4034,Tinkaton,506,85,75,77,70,105,94,9,70,112.8,
4035,Wiglett,245,10,55,25,35,25,95,9,120,1.8,
4036,Wugtrio,425,35,100,50,50,70,120,9,120,5.4,
4037,Bombirdier,485,70,103,85,60,85,82,9,150,42.9,
4038,Finizen,315,70,45,40,45,40,75,9,130,60.2,
4039,Palafin,457,100,70,72,53,62,100,9,130,60.2,
4040,Varoom,300,45,70,63,30,45,47,9,100,35.0,
4041,Revavroom,500,80,119,90,54,67,90,9,180,120.0,
4042,Cyclizar,501,70,95,65,85,65,121,9,160,63.0,
4043,Orthworm,480,70,85,145,60,55,65,9,250,310.0,
4044,Glimmet,350,48,35,42,105,60,60,9,70,8.0,
4045,Glimmora,525,83,55,90,130,81,86,9,150,45.0,
4046,Greavard,290,50,61,60,30,55,34,9,60,35.0,
4047,Houndstone,488,72,101,100,50,97,68,9,200,15.0,
4048,Flamigo,500,82,115,74,75,64,90,9,160,37.0,
4049,Cetoddle,334,108,68,45,30,40,43,9,120,45.0,
4050,Cetitan,521,170,113,65,45,55,73,9,450,700.0,
4051,Veluza,478,90,102,73,78,65,70,9,250,90.0,
4052,Dondozo,530,150,100,115,65,65,35,9,1200,220.0,
4053,Tatsugiri,475,68,50,60,120,95,82,9,30,8.0,
4054,Annihilape,535,110,115,80,50,90,90,9,120,56.0,
4055,Clodsire,430,130,75,60,45,100,20,9,180,223.0,
4056,Farigiraf,520,120,90,70,110,70,60,9,320,160.0,
4057,Dudunsparce,520,125,100,80,85,75,55,9,360,39.2,
4058,Kingambit,550,100,135,120,60,85,50,9,200,120.0,
4059,Great Tusk,570,115,131,131,53,53,87,9,220,320.0,Paradox
4060,Scream Tail,570,115,65,99,65,115,111,9,120,8.0,Paradox
4061,Brute Bonnet,570,111,127,99,79,99,55,9,120,21.0,Paradox
4062,Flutter Mane,570,55,55,55,135,135,135,9,140,4.0,Paradox
4063,Slither Wing,570,85,135,79,85,105,81,9,320,92.0,Paradox
4064,Sandy Shocks,570,85,81,97,121,85,101,9,230,60.0,Paradox
4065,Iron Treads,570,90,112,120,72,70,106,9,90,240.0,Paradox
4066,Iron Bundle,570,56,80,114,124,60,136,9,60,11.0,Paradox
4067,Iron Hands,570,154,140,108,50,68,50,9,180,380.7,Paradox
4068,Iron Jugulis,570,94,80,86,122,80,108,9,130,111.0,Paradox
4069,Iron Moth,570,80,70,60,140,110,110,9,120,36.0,Paradox
4070,Iron Thorns,570,100,134,110,70,84,72,9,160,303.0,Paradox
4071,Frigibax,320,65,75,45,35,45,55,9,50,17.0,
4072,Arctibax,423,90,95,66,45,65,62,9,80,30.0,
4073,Baxcalibur,600,115,145,92,75,86,87,9,210,210.0,Pseudo-Legendary
4074,Gimmighoul,300,45,30,70,75,70,10,9,30,5.0,
4075,Gholdengo,550,87,60,95,133,91,84,9,120,30.0,
4076,Wo-Chien,570,85,85,100,95,135,70,9,150,74.2,Legendary
4077,Chien-Pao,570,80,120,80,90,65,135,9,190,152.2,Legendary
4078,Ting-Lu,570,155,110,125,55,80,45,9,270,699.7,Legendary
4079,Chi-Yu,570,55,80,80,135,120,100,9,40,4.9,Legendary
4080,Roaring Moon,590,105,139,71,55,101,119,9,200,380.0,Paradox
4081,Iron Valiant,590,74,130,90,120,60,116,9,140,35.0,Paradox
4082,Koraidon,670,100,135,115,85,100,135,9,250,303.0,Legendary
4083,Miraidon,670,100,85,100,135,115,135,9,350,240.0,Legendary
4084,Walking Wake,590,99,83,91,125,83,109,9,350,280.0,Paradox
4085,Iron Leaves,590,90,130,88,70,108,104,9,150,125.0,Paradox
4086,Dipplin,485,80,80,110,95,80,40,9,40,4.4,
4087,Poltchageist,308,40,45,45,74,54,50,9,10,1.1,
4088,Sinistcha,508,71,60,106,121,80,70,9,20,2.2,
4089,Okidogi,555,88,128,115,58,86,80,9,180,92.0,Legendary
4090,Munkidori,555,88,75,66,130,90,106,9,100,12.2,Legendary
4091,Fezandipiti,555,88,91,82,70,125,99,9,140,30.1,Legendary
4092,Ogerpon,550,80,120,84,60,96,110,9,120,39.8,Legendary
4093,Archaludon,600,90,105,130,125,65,85,9,200,60.0,
4094,Hydrapple,540,106,80,110,120,80,44,9,180,93.0,
4095,Gouging Fire,590,105,115,121,65,93,91,9,350,590.0,Paradox
4096,Raging Bolt,590,125,73,91,137,89,75,9,520,480.0,Paradox
4097,Iron Boulder,590,90,120,80,68,108,124,9,150,162.5,Paradox
4098,Iron Crown,590,90,72,100,122,108,98,9,160,156.0,Paradox
4099,Terapagos,450,90,65,85,65,85,60,9,20,6.5,Legendary
4100,Pecharunt,600,88,88,160,88,88,88,9,30,0.3,Mythical
4101,Bulbasaur,318,45,49,49,65,65,45,1,70,6.9,
4102,Ivysaur,405,60,62,63,80,80,60,1,100,13.0,
4103,Venusaur,525,80,82,83,100,100,80,1,200,100.0,
4104,Charmander,309,39,52,43,60,50,65,1,60,8.5,
4105,Charmeleon,405,58,64,58,80,65,80,1,110,19.0,
4106,Charizard,534,78,84,78,109,85,100,1,170,90.5,
4107,Squirtle,314,44,48,65,50,64,43,1,50,9.0,
4108,Wartortle,405,59,63,80,65,80,58,1,100,22.5,
4109,Blastoise,530,79,83,100,85,105,78,1,160,85.5,
4110,Caterpie,195,45,30,35,20,20,45,1,30,2.9,
4111,Metapod,205,50,20,55,25,25,30,1,70,9.9,
4112,Butterfree,395,60,45,50,90,80,70,1,110,32.0,
4113,Weedle,195,40,35,30,20,20,50,1,30,3.2,
4114,Kakuna,205,45,25,50,25,25,35,1,60,10.0,
4115,Beedrill,395,65,90,40,45,80,75,1,100,29.5,
4116,Pidgey,251,40,45,40,35,35,56,1,30,1.8,
4117,Pidgeotto,349,63,60,55,50,50,71,1,110,30.0,
4118,Pidgeot,479,83,80,75,70,70,101,1,150,39.5,
4119,Rattata,253,30,56,35,25,35,72,1,30,3.5,
4120,Raticate,413,55,81,60,50,70,97,1,70,18.5,
4121,Spearow,262,40,60,30,31,31,70,1,30,2.0,
4122,Fearow,442,65,90,65,61,61,100,1,120,38.0,
4123,Ekans,288,35,60,44,40,54,55,1,200,6.9,
4124,Arbok,448,60,95,69,65,79,80,1,350,65.0,
4125,Pikachu,320,35,55,40,50,50,90,1,40,6.0,
4126,Raichu,485,60,90,55,90,80,110,1,80,30.0,
4127,Sandshrew,300,50,75,85,20,30,40,1,60,12.0,
4128,Sandslash,450,75,100,110,45,55,65,1,100,29.5,
4129,Nidoran,275,55,47,52,40,40,41,1,40,7.0,
4130,Nidorina,365,70,62,67,55,55,56,1,80,20.0,
4131,Nidoqueen,505,90,92,87,75,85,76,1,130,60.0,
4132,Nidoran,273,46,57,40,40,40,50,1,50,9.0,
4133,Nidorino,365,61,72,57,55,55,65,1,90,19.5,
4134,Nidoking,505,81,102,77,85,75,85,1,140,62.0,
4135,Clefairy,323,70,45,48,60,65,35,1,60,7.5,
4136,Clefable,483,95,70,73,95,90,60,1,130,40.0,
4137,Vulpix,299,38,41,40,50,65,65,1,60,9.9,
4138,Ninetales,505,73,76,75,81,100,100,1,110,19.9,
4139,Jigglypuff,270,115,45,20,45,25,20,1,50,5.5,
4140,Wigglytuff,435,140,70,45,85,50,45,1,100,12.0,
4141,Zubat,245,40,45,35,30,40,55,1,80,7.5,
4142,Golbat,455,75,80,70,65,75,90,1,160,55.0,
4143,Oddish,320,45,50,55,75,65,30,1,50,5.4,
4144,Gloom,395,60,65,70,85,75,40,1,80,8.6,
4145,Vileplume,490,75,80,85,110,90,50,1,120,18.6,
4146,Paras,285,35,70,55,45,55,25,1,30,5.4,
4147,Parasect,405,60,95,80,60,80,30,1,100,29.5,
4148,Venonat,305,60,55,50,40,55,45,1,100,30.0,
4149,Venomoth,450,70,65,60,90,75,90,1,150,12.5,
4150,Diglett,265,10,55,25,35,45,95,1,20,0.8,
4151,Dugtrio,425,35,100,50,50,70,120,1,70,33.3,
4152,Meowth,290,40,45,35,40,40,90,1,40,4.2,
4153,Persian,440,65,70,60,65,65,115,1,100,32.0,
4154,Psyduck,320,50,52,48,65,50,55,1,80,19.6,
4155,Golduck,500,80,82,78,95,80,85,1,170,76.6,
4156,Mankey,305,40,80,35,35,45,70,1,50,28.0,
4157,Primeape,455,65,105,60,60,70,95,1,100,32.0,
4158,Growlithe,350,55,70,45,70,50,60,1,70,19.0,
4159,Arcanine,555,90,110,80,100,80,95,1,190,155.0,
4160,Poliwag,300,40,50,40,40,40,90,1,60,12.4,
4161,Poliwhirl,385,65,65,65,50,50,90,1,100,20.0,
4162,Poliwrath,510,90,95,95,70,90,70,1,130,54.0,
4163,Abra,310,25,20,15,105,55,90,1,90,19.5,
4164,Kadabra,400,40,35,30,120,70,105,1,130,56.5,
4165,Alakazam,500,55,50,45,135,95,120,1,150,48.0,
4166,Machop,305,70,80,50,35,35,35,1,80,19.5,
4167,Machoke,405,80,100,70,50,60,45,1,150,70.5,
4168,Machamp,505,90,130,80,65,85,55,1,160,130.0,
4169,Bellsprout,300,50,75,35,70,30,40,1,70,4.0,
4170,Weepinbell,390,65,90,50,85,45,55,1,100,6.4,
4171,Victreebel,490,80,105,65,100,70,70,1,170,15.5,
4172,Tentacool,335,40,40,35,50,100,70,1,90,45.5,
4173,Tentacruel,515,80,70,65,80,120,100,1,160,55.0,
4174,Geodude,300,40,80,100,30,30,20,1,40,20.0,
4175,Graveler,390,55,95,115,45,45,35,1,100,105.0,
4176,Golem,495,80,120,130,55,65,45,1,140,300.0,
4177,Ponyta,410,50,85,55,65,65,90,1,100,30.0,
4178,Rapidash,500,65,100,70,80,80,105,1,170,95.0,
4179,Slowpoke,315,90,65,65,40,40,15,1,120,36.0,
4180,Slowbro,490,95,75,110,100,80,30,1,160,78.5,
4181,Magnemite,325,25,35,70,95,55,45,1,30,6.0,
4182,Magneton,465,50,60,95,120,70,70,1,100,60.0,
4183,Farfetch'd,377,52,90,55,58,62,60,1,80,15.0,
4184,Doduo,310,35,85,45,35,35,75,1,140,39.2,
4185,Dodrio,470,60,110,70,60,60,110,1,180,85.2,
4186,Seel,325,65,45,55,45,70,45,1,110,90.0,
4187,Dewgong,475,90,70,80,70,95,70,1,170,120.0,
4188,Grimer,325,80,80,50,40,50,25,1,90,30.0,
4189,Muk,500,105,105,75,65,100,50,1,120,30.0,
4190,Shellder,305,30,65,100,45,25,40,1,30,4.0,
4191,Cloyster,525,50,95,180,85,45,70,1,150,132.5,
4192,Gastly,310,30,35,30,100,35,80,1,130,0.1,
4193,Haunter,405,45,50,45,115,55,95,1,160,0.1,
4194,Gengar,500,60,65,60,130,75,110,1,150,40.5,
4195,Onix,385,35,45,160,30,45,70,1,880,210.0,
4196,Drowzee,328,60,48,45,43,90,42,1,100,32.4,
4197,Hypno,483,85,73,70,73,115,67,1,160,75.6,
4198,Krabby,325,30,105,90,25,25,50,1,40,6.5,
4199,Kingler,475,55,130,115,50,50,75,1,130,60.0,
4200,Voltorb,330,40,30,50,55,55,100,1,50,10.4,
4201,Electrode,490,60,50,70,80,80,150,1,120,66.6,
4202,Exeggcute,325,60,40,80,60,45,40,1,40,2.5,
4203,Exeggutor,530,95,95,85,125,75,55,1,200,120.0,
4204,Cubone,320,50,50,95,40,50,35,1,40,6.5,
4205,Marowak,425,60,80,110,50,80,45,1,100,45.0,
4206,Hitmonlee,455,50,120,53,35,110,87,1,150,49.8,
4207,Hitmonchan,455,50,105,79,35,110,76,1,140,50.2,
4208,Lickitung,385,90,55,75,60,75,30,1,120,65.5,
4209,Koffing,340,40,65,95,60,45,35,1,60,1.0,
4210,Weezing,490,65,90,120,85,70,60,1,120,9.5,
4211,Rhyhorn,345,80,85,95,30,30,25,1,100,115.0,
4212,Rhydon,485,105,130,120,45,45,40,1,190,120.0,
4213,Chansey,450,250,5,5,35,105,50,1,110,34.6,
4214,Tangela,435,65,55,115,100,40,60,1,100,35.0,
4215,Kangaskhan,490,105,95,80,40,80,90,1,220,80.0,
4216,Horsea,295,30,40,70,70,25,60,1,40,8.0,
4217,Seadra,440,55,65,95,95,45,85,1,120,25.0,
4218,Goldeen,320,45,67,60,35,50,63,1,60,15.0,
4219,Seaking,450,80,92,65,65,80,68,1,130,39.0,
4220,Staryu,340,30,45,55,70,55,85,1,80,34.5,
4221,Starmie,520,60,75,85,100,85,115,1,110,80.0,
4222,Mr. Mime,460,40,45,65,100,120,90,1,130,54.5,
4223,Scyther,500,70,110,80,55,80,105,1,150,56.0,
4224,Jynx,455,65,50,35,115,95,95,1,140,40.6,
4225,Electabuzz,490,65,83,57,95,85,105,1,110,30.0,
4226,Magmar,495,65,95,57,100,85,93,1,130,44.5,
4227,Pinsir,500,65,125,100,55,70,85,1,150,55.0,
4228,Tauros,490,75,100,95,40,70,110,1,140,88.4,
4229,Magikarp,200,20,10,55,15,20,80,1,90,10.0,
4230,Gyarados,540,95,125,79,60,100,81,1,650,235.0,
4231,Lapras,535,130,85,80,85,95,60,1,250,220.0,
4232,Ditto,288,48,48,48,48,48,48,1,30,4.0,
4233,Eevee,325,55,55,50,45,65,55,1,30,6.5,
4234,Vaporeon,525,130,65,60,110,95,65,1,100,29.0,
4235,Jolteon,525,65,65,60,110,95,130,1,80,24.5,
4236,Flareon,525,65,130,60,95,110,65,1,90,25.0,
4237,Porygon,395,65,60,70,85,75,40,1,80,36.5,
4238,Omanyte,355,35,40,100,90,55,35,1,40,7.5,
4239,Omastar,495,70,60,125,115,70,55,1,100,35.0,
4240,Kabuto,355,30,80,90,55,45,55,1,50,11.5,
4241,Kabutops,495,60,115,105,65,70,80,1,130,40.5,
4242,Aerodactyl,515,80,105,65,60,75,130,1,180,59.0,
4243,Snorlax,540,160,110,65,65,110,30,1,210,460.0,
4244,Articuno,580,90,85,100,95,125,85,1,170,55.4,Legendary
4245,Zapdos,580,90,90,85,125,90,100,1,160,52.6,Legendary
4246,Moltres,580,90,100,90,125,85,90,1,200,60.0,Legendary
4247,Dratini,300,41,64,45,50,50,50,1,180,3.3,
4248,Dragonair,420,61,84,65,70,70,70,1,400,16.5,
4249,Dragonite,600,91,134,95,100,100,80,1,220,210.0,Pseudo-Legendary
4250,Mewtwo,680,106,110,90,154,90,130,1,200,122.0,Legendary
4251,Mew,600,100,100,100,100,100,100,1,40,4.0,Mythical
4252,Chikorita,318,45,49,65,49,65,45,2,90,6.4,
4253,Bayleef,405,60,62,80,63,80,60,2,120,15.8,
4254,Meganium,525,80,82,100,83,100,80,2,180,100.5,
4255,Cyndaquil,309,39,52,43,60,50,65,2,50,7.9,
4256,Quilava,405,58,64,58,80,65,80,2,90,19.0,
4257,Typhlosion,534,78,84,78,109,85,100,2,170,79.5,
4258,Totodile,314,50,65,64,44,48,43,2,60,9.5,
4259,Croconaw,405,65,80,80,59,63,58,2,110,25.0,
4260,Feraligatr,530,85,105,100,79,83,78,2,230,88.8,
4261,Sentret,215,35,46,34,35,45,20,2,80,6.0,
4262,Furret,415,85,76,64,45,55,90,2,180,32.5,
4263,Hoothoot,262,60,30,30,36,56,50,2,70,21.2,
4264,Noctowl,452,100,50,50,86,96,70,2,160,40.8,
4265,Ledyba,265,40,20,30,40,80,55,2,100,10.8,
4266,Ledian,390,55,35,50,55,110,85,2,140,35.6,
4267,Spinarak,250,40,60,40,40,40,30,2,50,8.5,
4268,Ariados,400,70,90,70,60,70,40,2,110,33.5,
4269,Crobat,535,85,90,80,70,80,130,2,180,75.0,
4270,Chinchou,330,75,38,38,56,56,67,2,50,12.0,
4271,Lanturn,460,125,58,58,76,76,67,2,120,22.5,
4272,Pichu,205,20,40,15,35,35,60,2,30,2.0,
4273,Cleffa,218,50,25,28,45,55,15,2,30,3.0,
4274,Igglybuff,210,90,30,15,40,20,15,2,30,1.0,
4275,Togepi,245,35,20,65,40,65,20,2,30,1.5,
4276,Togetic,405,55,40,85,80,105,40,2,60,3.2,
4277,Natu,320,40,50,45,70,45,70,2,20,2.0,
4278,Xatu,470,65,75,70,95,70,95,2,150,15.0,
4279,Mareep,280,55,40,40,65,45,35,2,60,7.8,
4280,Flaaffy,365,70,55,55,80,60,45,2,80,13.3,
4281,Ampharos,510,90,75,85,115,90,55,2,140,61.5,
4282,Bellossom,490,75,80,95,90,100,50,2,40,5.8,
4283,Marill,250,70,20,50,20,50,40,2,40,8.5,
4284,Azumarill,420,100,50,80,60,80,50,2,80,28.5,
4285,Sudowoodo,410,70,100,115,30,65,30,2,120,38.0,
4286,Politoed,500,90,75,75,90,100,70,2,110,33.9,
4287,Hoppip,250,35,35,40,35,55,50,2,40,0.5,
4288,Skiploom,340,55,45,50,45,65,80,2,60,1.0,
4289,Jumpluff,460,75,55,70,55,95,110,2,80,3.0,
4290,Aipom,360,55,70,55,40,55,85,2,80,11.5,
4291,Sunkern,180,30,30,30,30,30,30,2,30,1.8,
4292,Sunflora,425,75,75,55,105,85,30,2,80,8.5,
4293,Yanma,390,65,65,45,75,45,95,2,120,38.0,
4294,Wooper,210,55,45,45,25,25,15,2,40,8.5,
4295,Quagsire,430,95,85,85,65,65,35,2,140,75.0,
4296,Espeon,525,65,65,60,130,95,110,2,90,26.5,
4297,Umbreon,525,95,65,110,60,130,65,2,100,27.0,
4298,Murkrow,405,60,85,42,85,42,91,2,50,2.1,
4299,Slowking,490,95,75,80,100,110,30,2,200,79.5,
4300,Misdreavus,435,60,60,60,85,85,85,2,70,1.0,
4301,Unown,336,48,72,48,72,48,48,2,50,5.0,
4302,Wobbuffet,405,190,33,58,33,58,33,2,130,28.5,
4303,Girafarig,455,70,80,65,90,65,85,2,150,41.5,
4304,Pineco,290,50,65,90,35,35,15,2,60,7.2,
4305,Forretress,465,75,90,140,60,60,40,2,120,125.8,
4306,Dunsparce,415,100,70,70,65,65,45,2,150,14.0,
4307,Gligar,430,65,75,105,35,65,85,2,110,64.8,
4308,Steelix,510,75,85,200,55,65,30,2,920,400.0,
4309,Snubbull,300,60,80,50,40,40,30,2,60,7.8,
4310,Granbull,450,90,120,75,60,60,45,2,140,48.7,
4311,Qwilfish,440,65,95,85,55,55,85,2,50,3.9,
4312,Scizor,500,70,130,100,55,80,65,2,180,118.0,
4313,Shuckle,505,20,10,230,10,230,5,2,60,20.5,
4314,Heracross,500,80,125,75,40,95,85,2,150,54.0,
4315,Sneasel,430,55,95,55,35,75,115,2,90,28.0,
4316,Teddiursa,330,60,80,50,50,50,40,2,60,8.8,
4317,Ursaring,500,90,130,75,75,75,55,2,180,125.8,
4318,Slugma,250,40,40,40,70,40,20,2,70,35.0,
4319,Magcargo,430,60,50,120,90,80,30,2,80,55.0,
4320,Swinub,250,50,50,40,30,30,50,2,40,6.5,
4321,Piloswine,450,100,100,80,60,60,50,2,110,55.8,
4322,Corsola,410,65,55,95,65,95,35,2,60,5.0,
4323,Remoraid,300,35,65,35,65,35,65,2,60,12.0,
4324,Octillery,480,75,105,75,105,75,45,2,90,28.5,
4325,Delibird,330,45,55,45,65,45,75,2,90,16.0,
4326,Mantine,485,85,40,70,80,140,70,2,210,220.0,
4327,Skarmory,465,65,80,140,40,70,70,2,170,50.5,
4328,Houndour,330,45,60,30,80,50,65,2,60,10.8,
4329,Houndoom,500,75,90,50,110,80,95,2,140,35.0,
4330,Kingdra,540,75,95,95,95,95,85,2,180,152.0,
4331,Phanpy,330,90,60,60,40,40,40,2,50,33.5,
4332,Donphan,500,90,120,120,60,60,50,2,110,120.0,
4333,Porygon2,515,85,80,90,105,95,60,2,60,32.5,
4334,Stantler,465,73,95,62,85,65,85,2,140,71.2,
4335,Smeargle,250,55,20,35,20,45,75,2,120,58.0,
4336,Tyrogue,210,35,35,35,35,35,35,2,70,21.0,
4337,Hitmontop,455,50,95,95,35,110,70,2,140,48.0,
4338,Smoochum,305,45,30,15,85,65,65,2,40,6.0,
4339,Elekid,360,45,63,37,65,55,95,2,60,23.5,
4340,Magby,365,45,75,37,70,55,83,2,70,21.4,
4341,Miltank,490,95,80,105,40,70,100,2,120,75.5,
4342,Blissey,540,255,10,10,75,135,55,2,150,46.8,
4343,Raikou,580,90,85,75,115,100,115,2,190,178.0,Legendary
4344,Entei,580,115,115,85,90,75,100,2,210,198.0,Legendary
4345,Suicune,580,100,75,115,90,115,85,2,200,187.0,Legendary
4346,Larvitar,300,50,64,50,45,50,41,2,60,72.0,
4347,Pupitar,410,70,84,70,65,70,51,2,120,152.0,
4348,Tyranitar,600,100,134,110,95,100,61,2,200,202.0,Pseudo-Legendary
4349,Lugia,680,106,90,130,90,154,110,2,520,216.0,Legendary
4350,Ho-oh,680,106,130,90,110,154,90,2,380,199.0,Legendary
4351,Celebi,600,100,100,100,100,100,100,2,60,5.0,Mythical
4352,Treecko,310,40,45,35,65,55,70,3,50,5.0,
4353,Grovyle,405,50,65,45,85,65,95,3,90,21.6,
4354,Sceptile,530,70,85,65,105,85,120,3,170,52.2,
4355,Torchic,310,45,60,40,70,50,45,3,40,2.5,
4356,Combusken,405,60,85,60,85,60,55,3,90,19.5,
4357,Blaziken,530,80,120,70,110,70,80,3,190,52.0,
4358,Mudkip,310,50,70,50,50,50,40,3,40,7.6,
4359,Marshtomp,405,70,85,70,60,70,50,3,70,28.0,
4360,Swampert,535,100,110,90,85,90,60,3,150,81.9,
4361,Poochyena,220,35,55,35,30,30,35,3,50,13.6,
4362,Mightyena,420,70,90,70,60,60,70,3,100,37.0,
4363,Zigzagoon,240,38,30,41,30,41,60,3,40,17.5,
4364,Linoone,420,78,70,61,50,61,100,3,50,32.5,
4365,Wurmple,195,45,45,35,20,30,20,3,30,3.6,
4366,Silcoon,205,50,35,55,25,25,15,3,60,10.0,
4367,Beautifly,395,60,70,50,100,50,65,3,100,28.4,
4368,Cascoon,205,50,35,55,25,25,15,3,70,11.5,
4369,Dustox,385,60,50,70,50,90,65,3,120,31.6,
4370,Lotad,220,40,30,30,40,50,30,3,50,2.6,
4371,Lombre,340,60,50,50,60,70,50,3,120,32.5,
4372,Ludicolo,480,80,70,70,90,100,70,3,150,55.0,
4373,Seedot,220,40,40,50,30,30,30,3,50,4.0,
4374,Nuzleaf,340,70,70,40,60,40,60,3,100,28.0,
4375,Shiftry,480,90,100,60,90,60,80,3,130,59.6,
4376,Taillow,270,40,55,30,30,30,85,3,30,2.3,
4377,Swellow,455,60,85,60,75,50,125,3,70,19.8,
4378,Wingull,270,40,30,30,55,30,85,3,60,9.5,
4379,Pelipper,440,60,50,100,95,70,65,3,120,28.0,
4380,Ralts,198,28,25,25,45,35,40,3,40,6.6,
4381,Kirlia,278,38,35,35,65,55,50,3,80,20.2,
4382,Gardevoir,518,68,65,65,125,115,80,3,160,48.4,
4383,Surskit,269,40,30,32,50,52,65,3,50,1.7,
4384,Masquerain,454,70,60,62,100,82,80,3,80,3.6,
4385,Shroomish,295,60,40,60,40,60,35,3,40,4.5,
4386,Breloom,460,60,130,80,60,60,70,3,120,39.2,
4387,Slakoth,280,60,60,60,35,35,30,3,80,24.0,
4388,Vigoroth,440,80,80,80,55,55,90,3,140,46.5,
4389,Slaking,670,150,160,100,95,65,100,3,200,130.5,
4390,Nincada,266,31,45,90,30,30,40,3,50,5.5,
4391,Ninjask,456,61,90,45,50,50,160,3,80,12.0,
4392,Shedinja,236,1,90,45,30,30,40,3,80,1.2,
4393,Whismur,240,64,51,23,51,23,28,3,60,16.3,
4394,Loudred,360,84,71,43,71,43,48,3,100,40.5,
4395,Exploud,490,104,91,63,91,73,68,3,150,84.0,
4396,Makuhita,237,72,60,30,20,30,25,3,100,86.4,
4397,Hariyama,474,144,120,60,40,60,50,3,230,253.8,
4398,Azurill,190,50,20,40,20,40,20,3,20,2.0,
4399,Nosepass,375,30,45,135,45,90,30,3,100,97.0,
4400,Skitty,260,50,45,45,35,35,50,3,60,11.0,
4401,Delcatty,400,70,65,65,55,55,90,3,110,32.6,
4402,Sableye,380,50,75,75,65,65,50,3,50,11.0,
4403,Mawile,380,50,85,85,55,55,50,3,60,11.5,
4404,Aron,330,50,70,100,40,40,30,3,40,60.0,
4405,Lairon,430,60,90,140,50,50,40,3,90,120.0,
4406,Aggron,530,70,110,180,60,60,50,3,210,360.0,
4407,Meditite,280,30,40,55,40,55,60,3,60,11.2,
4408,Medicham,410,60,60,75,60,75,80,3,130,31.5,
4409,Electrike,295,40,45,40,65,40,65,3,60,15.2,
4410,Manectric,475,70,75,60,105,60,105,3,150,40.2,
4411,Plusle,405,60,50,40,85,75,95,3,40,4.2,
4412,Minun,405,60,40,50,75,85,95,3,40,4.2,
4413,Volbeat,430,65,73,75,47,85,85,3,70,17.7,
4414,Illumise,430,65,47,75,73,85,85,3,60,17.7,
4415,Roselia,400,50,60,45,100,80,65,3,30,2.0,
4416,Gulpin,302,70,43,53,43,53,40,3,40,10.3,
4417,Swalot,467,100,73,83,73,83,55,3,170,80.0,
4418,Carvanha,305,45,90,20,65,20,65,3,80,20.8,
4419,Sharpedo,460,70,120,40,95,40,95,3,180,88.8,
4420,Wailmer,400,130,70,35,70,35,60,3,200,130.0,
4421,Wailord,500,170,90,45,90,45,60,3,1450,398.0,
4422,Numel,305,60,60,40,65,45,35,3,70,24.0,
4423,Camerupt,460,70,100,70,105,75,40,3,190,220.0,
4424,Torkoal,470,70,85,140,85,70,20,3,50,80.4,
4425,Spoink,330,60,25,35,70,80,60,3,70,30.6,
4426,Grumpig,470,80,45,65,90,110,80,3,90,71.5,
4427,Spinda,360,60,60,60,60,60,60,3,110,5.0,
4428,Trapinch,290,45,100,45,45,45,10,3,70,15.0,
4429,Vibrava,340,50,70,50,50,50,70,3,110,15.3,
4430,Flygon,520,80,100,80,80,80,100,3,200,82.0,
4431,Cacnea,335,50,85,40,85,40,35,3,40,51.3,
4432,Cacturne,475,70,115,60,115,60,55,3,130,77.4,
4433,Swablu,310,45,40,60,40,75,50,3,40,1.2,
4434,Altaria,490,75,70,90,70,105,80,3,110,20.6,
4435,Zangoose,458,73,115,60,60,60,90,3,130,40.3,
4436,Seviper,458,73,100,60,100,60,65,3,270,52.5,
4437,Lunatone,460,90,55,65,95,85,70,3,100,168.0,
4438,Solrock,460,90,95,85,55,65,70,3,120,154.0,
4439,Barboach,288,50,48,43,46,41,60,3,40,1.9,
4440,Whiscash,468,110,78,73,76,71,60,3,90,23.6,
4441,Corphish,308,43,80,65,50,35,35,3,60,11.5,
4442,Crawdaunt,468,63,120,85,90,55,55,3,110,32.8,
4443,Baltoy,300,40,40,55,40,70,55,3,50,21.5,
4444,Claydol,500,60,70,105,70,120,75,3,150,108.0,
4445,Lileep,355,66,41,77,61,87,23,3,100,23.8,
4446,Cradily,495,86,81,97,81,107,43,3,150,60.4,
4447,Anorith,355,45,95,50,40,50,75,3,70,12.5,
4448,Armaldo,495,75,125,100,70,80,45,3,150,68.2,
4449,Feebas,200,20,15,20,10,55,80,3,60,7.4,
4450,Milotic,540,95,60,79,100,125,81,3,620,162.0,
